SC  LATITUDE  LONGITUDE  "Popular" or USGS Spring Name        TF   TC   P.P. 492  Circ. 790  NOAA  AMS                    USGS Quadrangle
ID   42.4470   -113.523  MARSH CREEK HOT SPRING               104   40      null       null     3  POCATELLO              (ALBION 7.5)                 
ID   42.4490   -113.511  MARSH GULLY HOT SPRINGS              106   41       186       null     2  POCATELLO              ALBION 7.5                   
ID   46.0060   -115.021  MARTEN HOT SPRINGS                     H    H         8       null     4  HAMILTON               MINK PEAK 7.5                
ID   44.8130   -115.123  MIDDLE FORK INDIAN CREEK HOT SPRING  162   72        48       null     5  CHALLIS                PUNGO MOUNTAIN 7.5           
ID   43.3630   -113.779  MILFORD SWEAT HOT SPRING             111   44      null       null     2  IDAHO FALLS            null                         
ID   44.6420   -115.693  MOLLYS HOT SPRING                    138   59        33       null    13  CHALLIS                (WARM LAKE 15)               
ID   43.5880   -115.988  MORES CREEK HOT SPRING                 H    H      null       null    21  HAILEY                 (ARROWROCK DAM 7.5)          
ID   44.2600   -114.838  MORMON BEND HOT SPRING               100   38        91       null    16  CHALLIS                (EAST BASIN CREEK 7.5)       
ID   44.9510   -114.704  MORMON RANCH WARM SPRING               H    H        54       null     1  CHALLIS                APAREJO POINT 7.5            
ID   43.2550   -114.829  MORMON RESERVOIR WARM SPRING           W    W      null       null    19  HAILEY                 (FAIRFIELD 15)               
ID   42.3740   -111.726  MOUND VALLEY WARM SPRING               W    W      null       null     8  PRESTON                ONEIDA NARROWS RESERVOIR 7.  
ID   42.0320   -115.363  MURPHY HOT SPRINGS                   126   52       169       103      7  TWIN FALLS             null                         
ID   42.3370   -114.509  NAT-SOO-PAH WARM SPRING               97   36      null       null     6  TWIN FALLS             HOLLISTER 7.5                
ID   43.7550   -115.571  NINEMEYER HOT SPRINGS                169   76       116         98    11  HAILEY                 BARBER FLAT 7.5              
ID   42.1730   -113.861  OAKLEY HOT SPRING                    118   48       182       null     6  POCATELLO              BASIN 7.5                    
ID   44.3540   -117.071  OLD HOMESTEAD WARM SPRING              W    W      null       null     1  BAKER                  OLDS FERRY SE 7.5            
ID   44.6520   -114.734  OWEN CABIN HOT SPRING                133   56        56       null     9  CHALLIS                ROCK CREEK 7.5               
ID   45.3440   -114.463  OWL CREEK HOT SPRINGS                122   50        51       104      3  ELK CITY               SHOUP 15                     
ID   43.5530   -115.267  PARADISE HOT SPRINGS                 126   52       129       null    22  HAILEY                 FEATHERVILLE 7.5             
ID   42.4260   -111.378  PESCADERO WARM SPRING                 79   26      null       null     7  PRESTON                NOUNAN 7.5                   
ID   43.9900   -114.800  PIERSON HOT SPRINGS                  109   43       102       null     1  HAILEY                 ALTURAS LAKE 7.5             
ID   43.7910   -111.435  PINCOCK (GREEN CANYON) HOT SPRINGS   111   44       153       null     1  DRIGGS                 WRIGHT CREEK 7.5             
ID   44.0620   -115.685  PINE FLAT HOT SPRINGS                138   59        77       null    38  CHALLIS                PINE FLAT 7.5                
ID   44.7210   -115.207  PISTOL CREEK HOT SPRINGS             115   46      null       null     9  CHALLIS                GREYHOUND RIDGE 15           
ID   42.1560   -112.348  PLEASANTVIEW WARM SPRINGS             77   25       194       null     8  POCATELLO              MALAD CITY WEST 7.5          
ID   42.6370   -114.892  POISON SPRINGS                         H    H       176       null     4  TWIN FALLS             BUHL 15                      
ID   43.7600   -115.560  POOL CREEK HOT SPRING                108   42      null       null    10  HAILEY                 (BARBER FLAT 7.5)            
ID   42.7810   -111.983  PORTNEUF RIVER WARM SPRING            93   34      null       null     4  PRESTON                (PORTNEUF 15)                
ID   43.5760   -114.830  PREIS HOT SPRING                     106   41       135       null    11  HAILEY                 SYDNEY BUTTE 7.5             
ID   42.0250   -112.226  PRICES WARM SPRING                    77   25       195       null    10  POCATELLO              (HENDERSON CREEK 7.5)        
ID   46.2350   -114.707  PROSPECTOR HOT SPRINGS                 H    H         7       null     3  HAMILTON               (WAHOO PEAK 7.5)             
ID   43.8310   -115.192  QUEENS RIVER HOT SPRING                H    H      null       null     1  HAILEY                 ATLANTA WEST 7.5             
ID   43.6050   -115.664  RATTLESNAKE HOT SPRING               133   56      null       null    19  HAILEY                 (LONG GULCH 7.5)             
ID   45.7880   -115.198  RED RIVER HOT SPRINGS                131   55        10       null     1  ELK CITY               SABLE HILL 7.5               
ID   42.2860   -113.446  RICE SPRING, WARD SPRING              72   22      null       null     4  POCATELLO              NIBBS CREEK 7.5              
ID   45.4160   -116.172  RIGGINS HOT SPRINGS                  106   41        13       null     2  GRANGEVILLE            RIGGINS HOT SPRINGS          
ID   44.2470   -114.676  ROBINSON BAR HOT SPRINGS             131   55        95       null    18  CHALLIS                ROBINSON BAR 7.5             
ID   42.5450   -112.906  ROCKLAND WARM SPRINGS                100   38      null       null     4  POCATELLO              ROCKLAND WEST 7.5            
ID   44.2530   -115.891  ROCKY CANYON HOT SPRINGS             120   49      null       null    31  CHALLIS                BOILING SPRINGS 15           
ID   44.1010   -114.865  ROSALYS WARM SPRING                  106   41       101       null    22  CHALLIS                OBSIDIAN 7.5                 
ID   43.9510   -116.353  ROYSTONE HOT SPRINGS                 151   66        66         95     2  BOISE                  MONTOUR 15                   
ID   45.8520   -114.937  RUNNING WARM SPRINGS                 106   41         9       null     1  ELK CITY               THREE PRONG MTN. 7.5         
ID   43.3670   -113.884  RUSH WARM SPRING                      72   22      null       null     1  IDAHO FALLS            null                         
ID   43.8050   -114.585  RUSSIAN JOHN HOT SPRING              100   38       140       null     4  HAILEY                 EASLEY HOT SPRINGS 7.5       
ID   44.1600   -115.177  SACAJAWEA HOT SPRINGS                153   67        81       null    32  CHALLIS                GRANDJEAN 7.5                
ID   42.7040   -114.856  SALMON FALLS HOT SPRING              153   67       173       null     1  TWIN FALLS             (THOUSAND SPRINGS 7.5)       
ID   45.0950   -113.836  SALMON HOT SPRING                    113   45        59       null     1  DILLON                 SALMON 15                    
ID   42.2400   -113.588  SEARS SPRING                          84   29       183       null     5  POCATELLO              (ELBA 7.5)                   
ID   45.1700   -115.807  SECESH HOT SPRING                      H    H        22       null     4  ELK CITY               (LOON LAKE 7.5)              
ID   45.0130   -113.605  SHARKEY HOT SPRING                   126   52        60       106      2  DILLON                 GOLDSTONE MTN. 15            
ID   43.6960   -115.658  SHEEP CREEK BRIDGE HOT SPRING        142   61       110       null    16  HAILEY                 TWIN SPRINGS 7.5             
ID   45.0350   -115.561  SHEEP CREEK HOT SPRING               136   58        24       null     6  ELK CITY               (PARKS PEAK 7.5)             
ID   44.6280   -115.197  SHEEPEATER HOT SPRINGS                 H    H      null       null    16  CHALLIS                GREYHOUND RIDGE 15           
ID   44.6280   -114.601  SHOWER BATH SPRINGS                  122   50        58       null    11  CHALLIS                SHELDON PEAK 7.5             
ID   44.3300   -115.802  SILVER CREEK HOT SPRING              102   39        40       null    30  CHALLIS                BOILING SPRINGS 15           
ID   43.6470   -114.816  SKILLERN HOT SPRINGS                 140   60       133       null     8  HAILEY                 PARADISE PEAK 7.5            
ID   44.1710   -114.624  SLATE CREEK HOT SPRING               122   50        99       108     21  CHALLIS                LIVINGSTON CREEK 7.5         
ID   43.7200   -115.617  SMITH CABIN HOT SPRING               138   59       112       null    14  HAILEY                 SHEEP CREEK 7.5              
ID   45.0420   -114.616  SNOWSHOE JOHNSONS HOT SPRING         108   42      null       null     5  ELK CITY               (HOODOO MEADOWS 7.5)         
ID   42.6570   -111.604  SODA SPRINGS                          82   28       193       null     5  PRESTON                SODA SPRINGS 15              
ID   44.6320   -115.697  SOUTH FORK PLUNGE                    129   54        31       null    15  CHALLIS                (WARM LAKE 15)               
ID   42.1190   -111.928  SQUAW HOT SPRINGS                    163   73      null       121     13  PRESTON                WESTON 7.5                   
ID   44.2240   -114.929  STANLEY HOT SPRING                   106   41        94       null    20  CHALLIS                STANLEY 7.5                  
ID   46.3160   -115.258  STANLEY HOT SPRINGS                  120   49         5       null     2  HAMILTON               HUCKLEBERRY BUTTE 7.5        
